"id","income","height","weight","sex","race","education","asvab","sat_math","bdate"
1647,58000,61,145,"female","other",NA,94.433,650,11
1649,65000,72,150,"male","other",NA,52.657,550,2
1654,98000,71,225,"male","other",NA,84.828,NA,3
1655,25500,68,185,"male","other",NA,NA,NA,4
1656,70000,69,185,"male","other",18,NA,550,5
1657,55000,67,233,"female","black",NA,NA,NA,5
1659,42000,75,195,"male","hispanic",NA,30.872,NA,12
1661,180331,71,195,"male","hispanic",NA,NA,450,9
1668,32000,71,240,"male","other",NA,22.826,NA,2
1669,49000,65,123,"female","other",NA,97.307,750,9
1671,40000,61,NA,"female","other",NA,69.314,NA,3
1672,11600,64,125,"female","other",NA,81.439,NA,12
1673,42000,66,270,"female","other",NA,68.524,550,11
1678,60000,74,220,"male","other",NA,79.779,650,12
1680,38000,66,185,"female","other",NA,89.719,650,4
1682,95000,69,130,"female","other",NA,35.171,550,5
1683,28000,75,230,"male","hispanic",13,84.407,550,1
1685,50000,77,220,"male","multiracial",NA,NA,450,3
1686,12000,63,148,"female","other",NA,NA,650,2
1687,60000,67,175,"male","other",NA,NA,650,11
1689,2500,66,110,"female","other",NA,43.037,NA,3
1691,16000,68,170,"female","other",NA,28.509,NA,12
1692,70000,70,205,"male","other",NA,82.197,550,9
1694,180331,69,168,"male","other",NA,93.284,550,5
1695,44000,69,160,"male","other",18,89.436,650,11
1697,30000,61,105,"female","other",NA,75.986,NA,4
1698,27000,NA,205,"female","other",19,NA,450,11
1701,64000,71,215,"male","other",NA,27.137,NA,5
1704,32000,73,150,"male","other",NA,67.243,450,7
1706,6000,63,180,"female","other",NA,22.261,NA,12
1708,23000,63,160,"male","other",NA,NA,NA,8
1712,68000,NA,192,"female","other",19,68.046,550,1
1713,35000,NA,NA,"female","other",NA,NA,450,12
1714,13966,71,260,"male","hispanic",NA,NA,NA,10
1719,40000,NA,207,"female","hispanic",NA,14.999,NA,1
1720,34000,72,300,"male","other",NA,7.252,750,10
1721,26000,67,175,"male","hispanic",NA,NA,550,9
1722,43000,NA,250,"male","hispanic",NA,NA,NA,3
1727,36000,71,170,"male","hispanic",NA,NA,350,6
1730,25000,63,135,"female","other",NA,NA,NA,11
1733,22000,70,214,"female","other",NA,57.012,NA,11
1734,20000,67,NA,"male","other",NA,19.004,NA,7
1735,65000,73,180,"male","other",NA,67.524,NA,3
1740,14000,66,NA,"male","other",NA,NA,NA,10
1741,36000,64,155,"male","other",NA,NA,NA,11
1744,75000,75,230,"male","other",NA,26.271,NA,11
1746,56640,70,276,"male","other",NA,11.047,NA,10
1747,30000,67,140,"female","other",NA,NA,NA,9
1752,90000,68,175,"female","other",NA,90.154,650,6
1753,34000,70,215,"male","other",NA,83.275,550,1
1755,180331,72,225,"male","other",NA,93.563,750,6
1757,65000,68,150,"male","other",NA,65.276,650,3
1759,40000,67,204,"male","other",NA,NA,NA,9
1765,18000,69,235,"male","other",NA,72.076,NA,2
1766,10000,62,150,"male","other",NA,58.786,NA,5
1767,10000,75,140,"male","other",NA,NA,NA,10
1768,45000,72,280,"male","black",NA,21.099,NA,3
1769,40000,67,180,"female","black",17,53.349,NA,8
1770,35000,70,280,"male","hispanic",NA,27.185,NA,5
1771,60000,71,200,"male","other",NA,NA,NA,8
1772,10000,64,236,"female","other",NA,93.809,NA,7
1773,42000,62,140,"female","other",19,62.018,NA,12
1775,60000,75,285,"male","other",NA,NA,NA,6
1776,45000,72,242,"female","other",NA,77.83,NA,2
1777,32000,74,260,"male","other",NA,17.409,NA,10
1778,35000,74,190,"male","other",14,49.034,NA,3
1779,62800,73,183,"male","other",NA,31.027,NA,12
1780,30000,67,112,"female","other",NA,NA,NA,2
1782,42000,NA,140,"female","other",NA,NA,NA,11
1783,22000,67,230,"female","other",NA,54.214,NA,4
1784,30000,62,120,"female","other",19,82.943,NA,1
1785,13000,63,125,"female","other",NA,NA,NA,7
1786,22000,64,180,"female","black",14,31.446,NA,9
1787,10000,67,174,"male","black",NA,10.632,NA,8
1790,20000,74,235,"male","black",12,1.295,NA,5
1793,41000,62,165,"female","black",15,26.292,NA,3
1794,25000,70,240,"male","black",NA,14.599,NA,3
1797,39000,88,225,"male","other",NA,44.904,NA,8
1799,60000,NA,270,"male","other",12,59.594,NA,8
1800,23000,64,145,"female","other",NA,NA,NA,5
1802,55000,66,140,"male","other",NA,34.654,NA,9
1804,42000,67,152,"female","other",16,92.562,NA,4
1805,6000,66,140,"male","black",17,49.511,NA,2
1807,43000,70,219,"male","other",15,78.616,NA,7
1808,16500,64,150,"male","other",18,NA,NA,3
1809,67600,70,240,"male","other",NA,92.454,NA,11
1810,83000,73,320,"male","other",NA,64.358,NA,7
1811,26000,74,250,"male","other",NA,26.23,NA,10
1813,27500,73,250,"male","other",NA,26.85,NA,6
1815,37000,68,150,"male","other",NA,51.759,NA,8
1816,35000,70,195,"male","hispanic",NA,27.256,NA,8
1817,37500,75,285,"male","other",19,67.046,NA,4
1819,80000,73,225,"male","other",NA,34.967,NA,7
1820,28000,72,230,"male","other",NA,81.111,NA,4
1823,200,73,215,"male","other",NA,51.823,NA,1
1825,180331,67,175,"male","other",NA,70.724,NA,6
1826,50000,73,196,"male","other",NA,85.409,550,10
1827,90000,73,220,"male","other",NA,52.93,NA,1
1828,25000,72,200,"male","other",20,93.188,NA,7
1829,43000,67,155,"female","other",NA,77.983,NA,3
1830,51000,73,200,"male","other",NA,84.631,NA,11
1831,36000,76,215,"male","other",NA,56.505,NA,9
1832,20000,68,180,"male","other",NA,NA,NA,12
1834,20000,68,170,"male","other",14,15.403,NA,12
1837,48750,63,150,"female","other",NA,71.068,550,3
1838,20000,70,182,"male","other",NA,85.466,650,5
1839,50000,62,148,"female","black",NA,85.899,NA,8
1840,95300,63,144,"female","black",17,99.655,NA,11
1841,36000,65,140,"female","black",NA,45.647,NA,11
1843,30000,68,220,"male","other",14,NA,NA,5
1844,24000,59,145,"female","other",NA,NA,NA,8
1847,22000,68,256,"male","black",16,91.502,NA,5
1849,35000,74,208,"male","black",NA,26.059,NA,2
1853,69000,73,245,"male","black",NA,72.455,NA,5
1854,35000,66,170,"male","other",NA,33.875,NA,3
1856,20000,66,135,"female","other",NA,99.698,750,7
1857,85000,74,150,"male","other",NA,89.855,650,3
1858,180331,66,175,"female","other",NA,98.74,750,9
1861,50000,68,190,"male","other",NA,80.37,NA,4
1862,96000,67,140,"female","other",20,83.526,NA,10
1864,60000,64,140,"female","other",NA,72.828,NA,4
1865,16000,67,240,"female","other",NA,5.094,NA,2
1866,12000,NA,240,"female","other",NA,36.88,NA,2
1868,300,70,225,"male","multiracial",16,4.562,NA,11
1869,21000,70,185,"male","multiracial",NA,67.733,NA,5
1870,17000,65,125,"female","multiracial",13,34.176,NA,8
1872,25000,71,155,"male","hispanic",NA,12.042,NA,12
1873,40000,70,230,"male","other",NA,61.196,NA,3
1874,65000,64,180,"female","other",NA,57.322,NA,6
1876,38000,63,185,"female","other",NA,53.822,NA,3
1879,50000,NA,240,"male","other",NA,12.847,NA,11
1880,25000,63,120,"female","other",20,72.197,NA,5
1882,11000,73,268,"male","other",NA,85.935,650,1
1884,90000,66,130,"female","other",NA,NA,NA,4
1885,110000,73,185,"male","other",NA,NA,NA,4
1886,80000,70,180,"male","other",NA,47.733,NA,2
1888,24000,69,250,"male","other",NA,78.908,NA,2
1893,33000,71,314,"female","other",NA,65.215,NA,6
1895,70000,70,250,"male","other",NA,13.667,NA,3
1897,68000,71,NA,"female","other",NA,91.477,NA,5
1898,51000,67,120,"female","other",NA,79.084,NA,10
1900,26008,66,185,"female","other",13,64.721,NA,7
1902,29750,67,141,"male","other",16,21.999,NA,1
1903,55000,65,130,"female","other",NA,58.928,NA,6
1904,48000,70,165,"male","hispanic",NA,71.435,NA,2
1905,36000,75,200,"male","other",NA,71.44,NA,3
1907,70000,NA,254,"male","other",NA,28.389,NA,7
1908,17000,66,142,"female","other",12,69.209,NA,5
1909,35000,66,140,"female","other",NA,78.704,NA,12
1910,28000,70,235,"male","other",NA,12.099,NA,6
1914,32000,74,350,"male","hispanic",NA,85.375,NA,10
1916,24960,62,130,"female","other",13,74.732,NA,5
1918,63994,75,250,"male","other",NA,89.639,650,7
1919,11118,72,205,"male","other",19,72.831,NA,12
1921,33000,64,240,"female","other",NA,69.511,450,6
1923,60000,70,150,"female","other",16,91.969,NA,10
1925,42500,70,230,"male","other",18,32.697,NA,5
1929,15000,73,279,"male","hispanic",NA,36.119,NA,11
1930,23000,62,210,"female","hispanic",12,NA,NA,7
1931,60000,79,205,"male","other",15,NA,NA,9
1932,82000,69,170,"female","other",16,89.801,550,8
1933,69899,72,225,"male","other",NA,98.824,750,12
1934,71000,65,138,"female","other",13,31.742,NA,3
1937,50000,70,200,"male","hispanic",18,77.544,550,9
1938,47000,68,210,"male","hispanic",NA,25.044,NA,10
1944,20000,72,200,"male","other",NA,70.219,NA,9
1949,50000,67,170,"male","black",NA,23.068,NA,2
1950,37856,65,187,"female","other",16,NA,NA,6
1951,43000,NA,165,"male","other",16,NA,NA,7
1956,4170,64,100,"female","black",12,25.968,NA,7
1958,42000,71,225,"male","hispanic",NA,16.651,NA,2
1959,65000,63,200,"female","black",20,37.804,NA,3
1961,6000,66,190,"male","hispanic",NA,NA,NA,1
1962,6000,67,215,"female","other",14,NA,650,6
1963,92000,74,195,"male","other",NA,49.263,NA,4
1964,24000,65,170,"female","other",15,85.938,750,7
1966,38000,69,275,"male","hispanic",NA,12.588,550,6
1967,32000,68,200,"male","hispanic",NA,33.299,NA,2
1968,34000,68,230,"male","hispanic",NA,19.745,NA,9
1970,60000,76,185,"male","multiracial",NA,95.947,NA,11
1971,22500,67,150,"female","black",15,33.133,350,2
1972,35000,67,129,"female","black",15,31.251,NA,2
1974,22000,70,220,"male","other",NA,79.781,NA,10
1975,84000,77,220,"male","hispanic",NA,91.215,NA,1
1976,72000,73,160,"male","hispanic",NA,26.572,NA,12
1978,42000,61,140,"female","hispanic",NA,NA,NA,7
1980,20000,NA,150,"female","hispanic",NA,NA,NA,9
1982,24000,71,206,"male","hispanic",14,72.269,NA,6
1984,20000,69,161,"female","black",20,NA,450,9
1985,70000,69,200,"male","other",16,79.554,NA,11
1987,23040,64,210,"female","hispanic",NA,18.689,NA,10
1990,14292,69,180,"male","hispanic",NA,65.402,NA,3
1992,10001,62,185,"female","other",16,NA,NA,7
1993,20000,67,180,"male","other",NA,NA,NA,12
1994,86000,71,163,"male","other",NA,89.773,650,12
1995,45000,65,135,"female","other",NA,43.292,450,3
1998,41000,64,138,"female","hispanic",NA,NA,550,1
2001,28000,63,120,"female","other",NA,NA,NA,1
2002,6000,65,260,"female","other",NA,42.665,NA,10
2004,48706,71,199,"female","other",NA,NA,NA,2
2005,10000,72,210,"male","other",NA,NA,NA,6
2006,82000,72,215,"male","other",NA,94.797,650,5
2008,2000,67,110,"female","other",NA,3.894,NA,10
2010,52000,75,150,"male","other",NA,34.266,NA,1
2012,20000,67,233,"female","other",NA,NA,NA,8
2013,9600,72,160,"male","other",13,15.714,NA,2
2014,38000,73,255,"male","other",NA,NA,NA,12
2016,40000,63,127,"female","black",NA,10.172,NA,5
2017,46000,60,140,"female","black",15,71.305,450,10
2018,7000,67,180,"male","black",NA,25.863,NA,7
2019,25500,69,155,"male","black",NA,10.803,NA,8
2020,4500,67,180,"female","black",12,29.4,NA,1
2022,78000,NA,162,"female","black",14,14.494,NA,12
2025,40000,66,135,"female","black",16,NA,550,8
2028,9000,65,116,"female","other",NA,65.556,650,5
2030,73092,72,161,"male","black",NA,67.068,450,11
2032,22500,76,365,"male","black",NA,22.339,NA,1
2033,46000,69,155,"female","other",NA,NA,450,3
2036,7000,63,180,"female","black",13,57.98,NA,2
2037,180331,72,225,"male","hispanic",NA,10.835,750,12
2039,21000,63,230,"female","other",NA,86.924,550,7
2040,51000,67,120,"female","other",NA,95.918,750,3
2042,65000,73,205,"male","other",NA,91.123,650,8
2043,68000,67,195,"male","other",NA,82.023,550,5
2045,48000,70,235,"male","other",NA,NA,550,4
2046,100000,71,215,"male","other",NA,21.494,650,12
2047,50000,NA,175,"male","other",NA,8.766,450,11
2049,50000,NA,225,"male","other",NA,28.619,550,4
2051,45000,NA,200,"male","other",19,93.136,650,9
2055,55000,71,160,"female","other",NA,78.365,450,11
2056,52000,68,180,"female","other",16,94.948,550,2
2057,99999,NA,175,"male","other",NA,83.55,550,3
2059,100000,68,190,"female","other",NA,90.02,650,1
2060,180331,NA,205,"male","other",18,64.563,550,8
2061,40000,67,165,"female","other",NA,84.087,550,6
2062,56201,69,199,"male","other",NA,100,750,6
2063,46000,64,220,"female","other",15,58.75,NA,10
2066,30000,67,160,"female","other",NA,79.092,650,6
2067,8000,NA,160,"female","other",14,69.759,550,9
2068,34000,76,195,"male","other",NA,75.919,550,10
2069,43000,66,145,"female","other",NA,100,650,11
2070,180331,73,185,"male","other",NA,88.577,650,6
2071,60700,74,218,"male","other",NA,64.541,550,11
2072,60000,71,175,"male","other",18,99.668,750,9
2073,50000,74,165,"male","other",NA,74.078,550,4
2074,36000,72,220,"male","other",NA,60.6,350,6
2075,23000,62,150,"female","other",18,76.549,550,6
2077,36000,66,118,"female","other",NA,90.204,650,2
2079,12000,66,321,"female","other",NA,52.496,450,8
2080,42000,66,205,"female","other",NA,94.958,550,12
2081,77000,75,200,"male","other",NA,84.887,550,3
2083,36000,63,130,"female","other",NA,70.555,350,8
2084,47000,66,140,"female","other",NA,72.707,450,9
2087,35000,68,200,"male","other",NA,NA,450,6
2088,180331,73,175,"male","other",NA,76.341,NA,2
2089,80000,69,154,"male","other",NA,86.654,650,1
2090,78000,61,110,"female","other",NA,99.241,750,4
2092,35000,69,170,"male","other",NA,85.82,650,12
2094,38000,NA,120,"female","other",NA,57.882,450,7
2095,75000,76,235,"male","other",NA,35.916,NA,11
2096,68000,72,215,"male","other",NA,85.528,550,2
2098,25000,NA,149,"female","black",NA,NA,NA,3
2099,21000,74,200,"male","black",NA,70.835,NA,9
2100,20000,75,237,"male","black",NA,17.689,NA,10
2101,23000,65,215,"female","black",NA,40.241,NA,7
2102,13000,63,185,"female","black",NA,24.844,NA,1
2103,18500,66,243,"female","black",NA,37.476,NA,6
2104,25000,70,190,"female","black",NA,35.738,750,11
2105,30000,63,230,"female","black",14,14.151,NA,2
2106,36000,64,190,"female","multiracial",NA,27.771,350,7
2107,40000,61,200,"female","black",NA,61.498,550,7
2108,10000,72,250,"male","black",NA,13.614,NA,5
2110,42000,72,182,"male","other",NA,NA,NA,11
2111,90000,72,225,"male","other",NA,25.451,NA,10
2112,20000,59,115,"female","other",20,98.502,550,12
2114,20000,68,185,"male","other",NA,NA,NA,9
2118,6000,73,245,"male","other",NA,16.213,NA,7
2120,28000,78,178,"male","other",NA,68.691,750,9
2121,26000,68,150,"male","other",NA,58.884,NA,12
2123,32000,69,260,"male","other",15,68.136,650,4
2124,10000,63,260,"female","other",15,55.643,NA,12
2126,17000,69,135,"female","other",NA,NA,450,2
2128,85000,74,190,"male","other",14,27.349,650,6
2129,60000,70,160,"male","other",NA,47.91,650,7
2130,41500,68,170,"male","other",NA,91.337,650,4
2132,46000,66,230,"female","other",NA,37.719,NA,6
2133,64000,68,102,"female","other",NA,93.63,NA,5
2135,35000,65,NA,"female","black",NA,22.388,NA,5
2136,48000,71,185,"male","other",NA,36.484,NA,6
2137,34000,74,215,"male","other",NA,49.108,NA,12
2139,80000,70,175,"male","other",NA,NA,NA,8
2141,46000,70,300,"male","other",NA,53.137,NA,7
2142,27000,64,150,"female","other",NA,57.031,650,1
2145,60000,69,260,"male","other",NA,NA,450,1
2147,37000,69,155,"male","other",NA,92.476,550,2
2149,0,72,205,"male","other",NA,NA,750,3
2150,35000,67,187,"male","other",16,33.444,NA,3
2152,12480,68,180,"female","other",NA,93.18,550,11
2153,28000,63,163,"female","other",NA,43.841,NA,6
2156,33000,71,250,"female","other",NA,65.472,NA,6
2157,6000,60,180,"female","other",NA,37.558,NA,10
2158,15000,73,339,"male","other",13,1.283,250,2
2160,7000,63,150,"female","hispanic",NA,38.536,NA,11
2161,48000,NA,180,"male","other",NA,NA,NA,12
2162,50000,75,175,"male","other",NA,94.075,650,11
2163,65000,68,210,"female","other",NA,90.416,650,3
2164,20000,70,160,"male","other",NA,82.791,550,1
2165,21000,70,167,"male","other",NA,64.89,650,6
2166,28000,68,130,"male","other",NA,10.258,NA,3
2171,48000,66,220,"female","other",NA,82.748,550,7
2172,5000,NA,185,"male","other",NA,43.193,NA,12
2176,35000,63,146,"female","other",13,49.926,NA,2
2181,60000,65,160,"male","other",NA,NA,550,6
2182,44000,69,205,"male","other",NA,80.748,550,6
2185,60000,71,195,"male","other",14,33.797,NA,5
2186,25000,69,220,"male","other",NA,NA,NA,5
2187,55000,72,165,"male","other",NA,80.143,650,9
2188,73000,69,165,"male","other",NA,60,NA,4
2189,70000,70,180,"male","other",NA,49.275,NA,5
2192,42000,66,157,"female","other",NA,NA,NA,6
2194,12000,64,NA,"female","other",NA,4.638,NA,7
2202,43500,65,170,"female","other",18,NA,NA,7
2204,58000,62,130,"female","other",NA,83.367,650,2
2205,55000,NA,190,"male","other",18,99.249,750,2
2206,45000,72,205,"male","other",19,89.762,550,8
2207,45000,71,180,"male","other",NA,56.853,450,4
2208,54000,70,175,"male","other",NA,96.961,750,8
2209,42000,69,175,"male","other",NA,82.015,550,3
2211,10000,70,245,"male","other",15,82.887,550,4
2213,22000,69,150,"male","other",NA,83.36,550,4
2215,45000,70,170,"male","other",18,89.965,550,5
2218,15000,77,260,"male","other",NA,21.847,450,12
2222,22000,NA,175,"female","other",15,NA,NA,10
2223,40000,64,NA,"female","other",NA,NA,NA,12
2226,15000,72,215,"male","other",13,86.721,650,5
2228,22000,71,185,"male","other",15,NA,NA,5
2229,50000,72,194,"male","other",NA,18.368,350,6
2231,50000,63,154,"female","hispanic",16,NA,450,5
2235,18000,74,175,"male","other",NA,44.917,NA,1
2236,55000,63,135,"female","other",NA,88.29,550,1
2237,47000,63,175,"male","other",17,53.072,450,3
2238,78000,67,220,"male","other",NA,5.281,NA,4
2245,25000,67,170,"female","other",NA,NA,550,3
2246,48000,72,215,"male","other",NA,NA,550,8
2247,32000,65,147,"female","hispanic",NA,53.682,550,3
2248,46000,61,125,"female","other",NA,NA,450,12
2249,50000,62,148,"female","other",NA,49.666,550,3
2250,80000,69,185,"male","other",NA,90.18,550,10
2251,15000,66,175,"male","other",NA,62.72,NA,3
2252,26000,70,140,"male","other",NA,100,650,2
2253,80000,71,160,"male","other",NA,96.78,650,6
2254,84000,71,160,"male","other",NA,40.491,NA,1
2255,64500,73,250,"male","other",NA,40.85,450,1
2258,40000,60,100,"female","other",NA,90.594,NA,9
2261,20000,66,178,"male","other",NA,36.48,NA,3
2262,36000,69,206,"male","other",NA,41.081,NA,8
2263,23000,62,178,"female","other",NA,19.945,350,3
2264,30000,69,150,"male","other",NA,6.63,NA,11
2265,12000,63,NA,"female","other",NA,17.145,350,1
2266,22000,67,185,"male","other",NA,80.238,550,3
2267,28000,71,153,"male","other",NA,50.806,NA,11
2270,45000,63,140,"female","other",18,73.762,550,12
2271,54000,NA,145,"female","other",NA,47.904,450,9
2272,30000,76,356,"male","other",NA,67.952,NA,9
2273,6000,76,250,"male","other",NA,68.101,NA,12
2274,10000,68,240,"male","hispanic",NA,NA,NA,10
2275,42000,68,225,"male","other",NA,90.598,450,9
2277,43000,62,125,"female","hispanic",14,NA,450,12
2278,38000,75,260,"male","hispanic",13,36.978,NA,7
2280,43000,65,130,"female","hispanic",NA,88.298,650,8
2283,30000,61,160,"female","black",NA,0,NA,3
2284,24000,61,164,"female","black",NA,NA,NA,12
2286,16000,62,160,"female","other",NA,29.837,NA,6
2287,15000,69,200,"female","other",NA,NA,450,1
2290,17000,71,165,"male","other",17,85.526,550,10
2291,55000,71,195,"male","other",NA,63.597,NA,3
2292,70000,72,241,"male","other",NA,75.006,NA,12
2293,250,67,186,"female","other",NA,21.501,NA,4
2294,42000,70,357,"male","other",15,NA,550,1
2295,20000,73,280,"male","other",NA,32.382,NA,8
2296,15000,68,185,"male","other",15,66.282,450,6
2297,60000,70,180,"male","other",NA,12.22,450,5
2298,31000,65,276,"female","other",NA,55.41,NA,9
2299,28000,66,187,"female","other",NA,67.517,NA,9
2304,66000,62,150,"female","other",NA,66.667,450,4
2305,40000,72,225,"male","other",NA,30.911,NA,4
2306,28400,NA,130,"male","other",NA,26.424,450,11
2307,52000,61,115,"female","other",20,77.205,650,8
2309,66000,67,155,"male","other",NA,85.077,550,12
2310,46000,72,220,"male","other",NA,83.749,NA,11
2311,35000,64,190,"female","other",NA,26.606,NA,10
2312,33000,74,240,"male","other",NA,44.46,NA,2
2313,13000,70,155,"male","other",NA,56.232,NA,7
2314,15000,73,170,"male","other",NA,17.107,NA,7
2316,26000,68,185,"male","black",NA,17.62,350,10
2317,12000,63,182,"female","black",14,25.456,NA,3
2318,49000,68,220,"female","other",14,53.747,350,10
2319,72000,74,330,"male","other",NA,76.424,NA,10
2320,30000,65,135,"female","other",NA,20.767,350,1
2323,7000,66,162,"female","other",NA,2.047,NA,12
2325,32000,72,285,"male","other",NA,79.063,NA,11
2326,46000,77,250,"male","other",NA,22.038,450,7
2327,60000,68,235,"male","other",NA,41.604,NA,3
2328,37000,72,140,"male","other",NA,99.651,650,2
2330,23000,68,165,"male","other",NA,96.841,750,9
2331,52000,67,140,"male","other",NA,83.458,550,9
2332,35000,64,110,"female","other",NA,55.256,550,12
2333,60000,71,175,"male","other",NA,72.88,550,9
2335,34000,60,125,"female","other",NA,NA,750,7
2336,19000,69,150,"female","other",NA,NA,NA,2
2337,56000,61,115,"female","other",NA,98.524,550,2
2338,27500,68,250,"male","other",NA,70.305,550,6
2339,33000,65,185,"female","other",NA,98.722,650,4
2340,18500,NA,250,"female","other",NA,92.452,NA,8
2341,32000,NA,150,"male","other",NA,76.866,NA,8
2342,41600,75,240,"male","other",NA,76.481,550,3
2344,52000,63,120,"female","other",NA,71.146,NA,4
2345,47000,71,170,"female","other",NA,43.696,450,9
2346,180331,71,225,"male","other",NA,77.774,550,5
2347,50000,64,120,"female","other",NA,100,750,3
2348,65000,68,NA,"female","other",NA,66.664,450,6
2350,53000,72,250,"male","other",16,92.661,550,3
2351,24000,62,190,"female","other",NA,44.904,NA,12
2352,35000,73,230,"male","other",NA,80.593,650,5
2355,15000,NA,150,"male","hispanic",NA,NA,NA,9
2360,30000,70,260,"male","black",NA,28.259,NA,5
2362,23000,70,230,"male","black",NA,44.637,NA,5
2364,39000,68,150,"female","black",NA,35.178,550,8
2365,6000,71,400,"male","other",13,6.293,NA,4
2366,30000,65,120,"female","hispanic",NA,60.19,NA,12
2368,65000,63,135,"female","other",15,69.402,NA,6
2371,35000,68,165,"male","other",17,39.558,450,7
2373,55000,68,160,"male","other",NA,46.168,550,3
2374,44000,66,140,"male","other",NA,50.505,NA,9
2375,33000,71,152,"male","other",NA,69.103,550,6
2376,65000,61,175,"male","other",NA,98.782,750,2
2378,32000,68,167,"female","other",18,63.908,550,7
2380,43000,66,119,"female","other",NA,63.13,450,9
2381,24000,NA,220,"male","other",NA,44.553,650,11
2383,180331,72,210,"male","black",NA,76.955,NA,2
2386,10000,61,117,"female","other",NA,NA,550,8
2388,20000,68,135,"male","other",NA,NA,NA,5
2389,30000,64,165,"male","black",NA,NA,550,7
2390,19000,66,127,"female","black",NA,NA,NA,7
2391,13000,63,225,"female","black",NA,NA,550,6
2392,41000,69,140,"female","other",NA,62.25,550,4
2393,47000,72,185,"male","other",NA,42.428,NA,5
2394,33500,73,220,"male","other",NA,87.388,650,10
2395,20000,66,152,"male","other",NA,68.35,550,11
2396,39000,68,220,"female","other",NA,88.026,650,12
2397,36000,70,210,"male","other",NA,78.152,NA,2
2398,25000,70,185,"male","other",NA,43.565,NA,9
2399,11000,64,135,"female","other",NA,35,NA,7
2402,32000,72,165,"male","other",NA,23.921,NA,12
2403,26000,68,200,"female","other",NA,89.586,NA,7
2407,47700,66,140,"male","other",NA,66.812,NA,9
2409,48000,75,265,"male","other",NA,33.663,NA,8
2410,50000,75,250,"male","other",NA,37.454,NA,11
2414,51000,69,215,"male","hispanic",NA,57.614,550,1
2417,28000,68,160,"male","other",NA,NA,NA,2
2418,5000,75,264,"male","hispanic",NA,24.14,NA,10
2419,1000,75,250,"male","hispanic",NA,15.43,NA,1
2420,20000,65,135,"female","other",NA,69.098,450,12
2423,60000,71,250,"male","other",NA,76.009,NA,9
2426,32000,67,200,"female","other",NA,55.637,450,3
2430,10000,66,210,"female","other",NA,32.807,NA,3
2431,50000,72,230,"male","other",NA,70.807,450,10
2433,15000,62,141,"female","other",NA,12.337,NA,9
2434,63000,74,415,"male","other",NA,78.235,650,3
2435,1200,63,200,"female","other",NA,71.937,450,11
2439,32000,72,210,"male","other",NA,90.412,550,12
2440,30000,64,220,"female","black",NA,NA,NA,7
2441,36000,68,205,"male","black",NA,27.965,450,10
2442,18000,72,180,"male","hispanic",NA,23.523,NA,5
2443,46000,66,162,"female","hispanic",NA,84.573,450,8
2445,15000,64,254,"female","other",NA,32.309,NA,11
2447,50000,75,205,"male","other",NA,23.715,650,6
2448,40000,59,114,"female","other",NA,NA,450,2
2451,74000,76,250,"male","other",NA,NA,NA,7
2453,26000,75,265,"male","other",NA,NA,NA,12
2454,56000,64,135,"female","hispanic",13,32.467,NA,1
2455,40000,66,180,"male","hispanic",NA,2.452,NA,8
2456,32000,62,134,"female","other",NA,53.969,NA,10
2457,35000,64,146,"female","other",NA,46.657,NA,10
2463,58000,76,200,"male","other",NA,53.753,450,7
2465,42000,NA,215,"female","other",NA,49.136,550,8
2466,52000,69,200,"male","other",NA,92.921,650,1
2472,60000,64,125,"female","other",NA,NA,550,8
2473,11000,64,112,"female","other",NA,54.9,650,5
2480,74000,70,225,"male","other",NA,96.704,750,4
2481,29000,66,220,"male","other",NA,58.241,350,2
2487,0,69,140,"male","other",NA,54.543,NA,6
2488,70000,NA,164,"female","other",NA,39.305,NA,8
2490,8000,68,170,"male","other",NA,NA,550,7
2491,13000,67,213,"female","other",NA,94.72,NA,8
2493,60000,66,180,"female","other",NA,91.837,650,4
2494,69000,63,160,"female","other",NA,47.055,450,2
2495,180331,NA,120,"female","other",NA,85.764,550,5
2497,37000,65,185,"male","other",15,70.129,NA,8
2498,49000,70,205,"male","other",NA,NA,550,7
2500,26000,71,205,"male","other",NA,32.536,NA,2
2501,15000,61,130,"female","hispanic",NA,NA,NA,8
2503,26000,66,145,"male","other",NA,84.477,450,9
2504,30000,64,246,"female","other",NA,86.4,550,6
2505,10000,66,150,"female","other",NA,41.987,NA,8
2508,8500,72,230,"male","other",14,73.746,NA,3
2512,1062,63,250,"female","other",NA,2.454,NA,7
2513,50000,72,180,"male","other",NA,69.345,550,4
2514,35000,NA,230,"male","other",NA,85.095,NA,9
2515,32000,67,140,"male","other",NA,74.554,NA,9
2516,33000,72,248,"male","other",NA,NA,NA,2
2517,32000,NA,185,"male","other",NA,NA,NA,4
2518,15900,65,230,"female","other",NA,21.044,NA,4
2519,43000,72,220,"male","other",NA,NA,NA,4
2520,15000,72,165,"male","other",NA,16.462,NA,2
2522,0,70,200,"male","other",NA,97.634,750,9
2523,45000,67,135,"male","other",NA,84.294,650,5
2524,35000,76,220,"male","other",NA,78.872,450,11
2528,42000,65,220,"female","other",18,61.33,550,9
2529,45000,68,168,"female","other",NA,70.381,550,2
2530,32000,73,275,"male","other",NA,60.071,NA,10
2531,24008,69,176,"female","other",NA,63.621,NA,1
2532,58000,66,153,"female","other",NA,NA,NA,3
2533,60000,68,200,"male","other",NA,NA,NA,1
2534,48000,73,220,"male","other",NA,NA,NA,8
2535,40000,68,170,"male","other",NA,6.735,NA,8
