"Address","City","State","Zip","Longitude","Latitude"
"1255 De La Torre","Salinas",CA,"93905",-121.6216,36.6591
"2005 N Main Street","Salinas",CA,"93906",-121.6562,36.7217
"975 E Blanco Rd","Salinas",CA,"93906",-121.6364,36.6563
"702 E Highland Ave","San Bernardino",CA,"92404",-117.2724,34.1359
"5975 N Palm Ave","San Bernardino",CA,"92407",-117.3621,34.1899
"529 Avenida Pico","San Clemente",CA,"92672",-117.6234,33.4381
"2445 El Cajon Blvd","San Diego",CA,"92104",-117.1383,32.7552
"4365 University Ave","San Diego",CA,"92105",-117.1006,32.7496
"1601 Rosecrans St","San Diego",CA,"92106",-117.2269,32.7274
"1065 Camino Del Rio","San Diego",CA,"92108",-117.1530,32.7669
"7676 Friars Rd","San Diego",CA,"92108",-117.1580,32.7722
"3704 Camino Del Rio W","San Diego",CA,"92110",-117.2050,32.7553
"3920 W Point Loma","San Diego",CA,"92110",-117.2208,32.7551
"5812 Hardy Ave","San Diego",CA,"92115",-117.0716,32.7726
"4280 Clairemont Mesa Blvd","San Diego",CA,"92117",-117.2011,32.8327
"6970 Alvarado","San Diego",CA,"92120",-117.0479,32.7740
"6908 Miramar Road","San Diego",CA,"92121",-117.1680,32.8783
"5445 Kearny Villa Rd","San Diego",CA,"92123",-117.1388,32.8343
"16686 Bernardo Center Dr","San Diego",CA,"92128",-117.0763,33.0164
"9898 Mira Mesa Blvd","San Diego",CA,"92131",-117.1129,32.9168
"Mcas Miramar","San Diego",CA,"92145",-117.1441,32.8701
"2420 Coronado Ave","San Diego",CA,"92154",-117.0803,32.5765
"548 W Arrow Hwy","San Dimas",CA,"91773",-117.8174,34.1039
"1041 Truman Street","San Fernando",CA,"91340",-118.4405,34.2831
"816 Mission St","San Francisco",CA,"94103",-122.4046,37.7843
"495 Beach St","San Francisco",CA,"94133",-122.4172,37.8071
"1290 North State St","San Jacinto",CA,"92583",-116.9721,33.8042
"1390 South First St","San Jose",CA,"95110",-121.8739,37.3165
"1490 N 1st St","San Jose",CA,"95112",-121.9106,37.3632
"1140 Hillsdale Ave","San Jose",CA,"95118",-121.8809,37.2746
"1001 E Capitol","San Jose",CA,"95121",-121.8232,37.2991
"2401 Lanai Ave","San Jose",CA,"95122",-121.8293,37.3207
"1015 Blossom Hill Rd","San Jose",CA,"95123",-121.8702,37.2505
"910 Saratoga Ave","San Jose",CA,"95129",-121.9773,37.3099
"2077 N 1st St","San Jose",CA,"95131",-121.9194,37.3746
"2484 Berryessa Rd","San Jose",CA,"95133",-121.8611,37.3861
"1803 Marina Blvd","San Leandro",CA,"94577",-122.1705,37.7089
"15015 Freedom Ave","San Leandro",CA,"94578",-122.1243,37.7093
"208 Madonna Rd","San Luis Obispo",CA,"93405",-120.6766,35.2638
"731 W San Marcos Blvd","San Marcos",CA,"92069",-117.1799,33.1368
"2920 S Norfolk","San Mateo",CA,"94403",-122.2848,37.5459
"2526 San Pablo","San Pablo",CA,"94806",-122.3305,37.9553
"130 E Calle Primero","San Ysidro",CA,"92173",-117.0442,32.5505
"536 Academy Ave","Sanger",CA,"93657",-119.5564,36.7087
"2314 E 17th St","Santa Ana",CA,"92701",-117.8336,33.7598
"2530 S Bristol Street","Santa Ana",CA,"92704",-117.8854,33.7134
"1501 W 17th St","Santa Ana",CA,"92706",-117.8884,33.7601
"3614 State St","Santa Barbara",CA,"93105",-119.7404,34.4405
"1745 El Camino Real","Santa Clara",CA,"95050",-121.9564,37.3524
"3715 El Camino Real","Santa Clara",CA,"95050",-121.9987,37.3523
"16401 Delone St","Santa Clarita",CA,"91387",-118.4228,34.4238
"1515 Ocean St","Santa Cruz",CA,"95060",-122.0235,36.9852
"1019 East Main St","Santa Maria",CA,"93454",-120.4198,34.9530
"1560 Lincoln Blvd","Santa Monica",CA,"90401",-118.4889,34.0174
"327 S Palm Ave","Santa Paula",CA,"93060",-119.0692,34.3463
"1000 W Steele Lane","Santa Rosa",CA,"95403",-122.7273,38.4599
"115 Baker Ave","Santa Rosa",CA,"95407",-122.7142,38.4213
"140 Town Center Pkwy","Santee",CA,"92071",-116.9880,32.8421
"2940 Westminster Ave","Seal Beach",CA,"90740",-118.0802,33.7595
"2763 Highland Ave","Selma",CA,"93662",-119.6288,36.5743
"5525 N Sepulveda Blvd","Sherman Oaks",CA,"91411",-118.4662,34.1710
"2460 N Sycamore","Simi Valley",CA,"93065",-118.7438,34.2798
"3064 H De La Rosa Sr Street","Soledad",CA,"93960",-121.3216,36.4175
"5811 E Firestone Blvd","South Gate",CA,"90280",-118.1645,33.9492
"2870 S Lake Tahoe Blvd","South Lake Tahoe",CA,"96150",-119.9777,38.9344
"10 Airport Blvd","South San Francisco",CA,"94080",-122.4084,37.6502
"12924 Beach Blvd","Stanton",CA,"90680",-117.9927,33.7743
"642 West Charter Way","Stockton",CA,"95206",-121.2959,37.9372
"2670 W March Lane","Stockton",CA,"95207",-121.3417,37.9846
"4747 Pacific Ave","Stockton",CA,"95207",-121.3130,37.9917
"3950 Waterloo Rd","Stockton",CA,"95215",-121.2471,37.9865
"5033 S Hwy 99 E Frontage Rd","Stockton",CA,"95215",-121.2206,37.9031
"8022 Vineland Ave","Sun Valley",CA,"91352",-118.3703,34.2161
"814 Ahwanee Ave","Sunnyvale",CA,"94085",-122.0282,37.3958
"311 S Mathilda","Sunnyvale",CA,"94086",-122.0351,37.3750
"12861 Encinitas Ave","Sylmar",CA,"91342",-118.4780,34.3031
"13201 Gladstone Ave","Sylmar",CA,"91342",-118.4282,34.3108
"9000 Magellan St","Tehachapi",CA,"93561",-118.4469,35.1409
"28915 Rancho California Road","Temecula",CA,"92590",-117.1535,33.4993
"5603 Rosemead Blvd","Temple City",CA,"91780",-118.0736,34.1015
"72244 Varner Rd","Thousand Palms",CA,"92276",-116.4030,33.8185
"21270 Hawthorne Blvd","Torrance",CA,"90503",-118.3532,33.8356
"3060 Sepulveda Blvd","Torrance",CA,"90505",-118.3406,33.8243
"3718 No Tracy Blvd","Tracy",CA,"95304",-121.4351,37.7635
"795 E Prosperity Ave","Tulare",CA,"93274",-119.3370,36.2258
"1991 Lander Ave","Turlock",CA,"95380",-120.8490,37.4756
"1571 El Camino Real","Tustin",CA,"92780",-117.8139,33.7334
"73669-91 Twentynine Palms Hwy","Twentynine Palms",CA,"92277",-116.0550,34.1356
"105 Pomeroy","Ukiah",CA,"95482",-123.1981,39.1515
"825 W Foothill Blvd","Upland",CA,"91786",-117.6616,34.1070
"1701 E Monte Vista Ave","Vacaville",CA,"95688",-121.9587,38.3708
"27541 Wayne Mills Place","Valencia",CA,"91355",-118.5814,34.4223
"250 Fairgrounds Dr","Vallejo",CA,"94589",-122.2310,38.1241
"4355 Sonoma Blvd","Vallejo",CA,"94589",-122.2562,38.1360
"14445 Sherman Way","Van Nuys",CA,"91405",-118.4474,34.2012
"15540 Roscoe Bouleva","Van Nuys",CA,"91406",-118.4924,34.2003
"16575 Sherman Way","Van Nuys",CA,"91406",-118.4941,34.2012
"2148 E Harbor","Ventura",CA,"93001",-119.1838,34.1791
"14244 Valley Center Dr","Victorville",CA,"92392",-117.3208,34.5099
"2332 South Mooney","Visalia",CA,"93277",-119.3137,36.3093
"200 S Akers St","Visalia",CA,"93291",-119.3496,36.3290
"540 W Vista Way","Vista",CA,"92083",-117.2522,33.1962
"1235 Harbor Blvd","W Sacramento",CA,"95691",-121.5487,38.5736
"132 N Grand Ave","W Covina",CA,"91791",-117.8724,34.0735
"1804 Highway 46","Wasco",CA,"93280",-119.3460,35.6020
"645 N Azusa","West Covina",CA,"91791",-117.9078,34.0821
"Joe's Truck Plaza, 4415 Howard R","Westley",CA,"95387",-121.2669,37.5407
"1060 Tiverton Ave","Westwood",CA,"90024",-118.4431,34.0608
"11891 Whittier Blvd","Whittier",CA,"90601",-118.0494,33.9792
"8425 S Pioneer Blvd","Whittier",CA,"90606",-118.0816,33.9683
"23857 Clinton Keith Rd","Wildomar",CA,"92595",-117.2434,33.5969
"1440 W Pacific Coast","Wilmington",CA,"90744",-118.2835,33.7907
"21 Bernard Court","Woodland",CA,"95695",-121.7826,38.7002
"1568 E Main St","Woodland",CA,"95776",-121.7484,38.6773
"20137 Ventura Blvd","Woodland Hills",CA,"91364",-118.5721,34.1706
"22027 Burbank Blvd","Woodland Hills",CA,"91364",-118.6068,34.1720
"22611 Oak Crest Circle","Yorba Linda",CA,"92887",-117.7438,33.8726
"33540 Yucaipa Blvd","Yucaipa",CA,"92399",-117.0722,34.0340
"56895 29 Palms Hwy","Yucca Valley",CA,"92284",-116.4232,34.1199
"14400 E 6th Ave","Aurora",CO,"80011",-104.8204,39.7256
"16751 E 32nd Ave","Aurora",CO,"80011",-104.7930,39.7619
"1505 S Havana","Aurora",CO,"80012",-104.8659,39.6894
"2905 Baseline Rd","Boulder",CO,"80303",-105.2558,40.0002
"415 S Lincoln Street","Burlington",CO,"80807",-102.2788,39.2973
"3205 I-70 Business Loop","Clifton",CO,"81520",-108.4577,39.0881
"315 W Bijou St","Colorado Springs",CO,"80905",-104.8310,38.8370
"1450 Harrison Rd","Colorado Springs",CO,"80906",-104.7997,38.7960
"302 N Academy Blvd","Colorado Springs",CO,"80909",-104.7578,38.8373
"8125 N Academy Blvd","Colorado Springs",CO,"80920",-104.8039,38.9490
"2059 E Main St","Cortez",CO,"81321",-108.5597,37.3490
"1605 Nw Federal Blvd","Denver",CO,"80204",-105.0252,39.7434
"900 West Alameda Ave","Denver",CO,"80223",-104.9975,39.7112
"12090 E 40th Ave","Denver",CO,"80239",-104.8476,39.7725
"666 Camino Del Rio","Durango",CO,"81301",-107.8842,37.2714
"275 W Hampden Ave","Englewood",CO,"80110",-104.9909,39.6533
"420 Centro Way","Fort Collins",CO,"80524",-105.0075,40.5831
"6715 Mesa Ridge Parkway","Fountain",CO,"80817",-104.6977,38.7183
"3291 Youngfield Service Road","Golden",CO,"80401",-105.1451,39.7630
"710 Horizon Dr","Grand Junction",CO,"81501",-108.5441,39.1070
"1164 Sargent Jon Stiles Drive","Highlands Ranch",CO,"80129",-105.0040,39.5483
"565 Union Blvd","Lakewood",CO,"80228",-105.1319,39.7243
"3580 So Wadsworth","Lakewood",CO,"80235",-105.0815,39.6502
"2455 6th St","Limon",CO,"80828",-103.7121,39.2703
"1515 Venture Way","Montrose",CO,"81401",-107.8652,38.4558
"3600 N Frwy","Pueblo",CO,"81003",-104.6132,38.3123
"350 East 104th Ave","Thornton",CO,"80233",-104.9823,39.8851
"9930 W 49th Ave","Wheatridge",CO,"80033",-105.1088,39.7856
"100 Morning Sun Drive","Woodland Park",CO,"80863",-105.0376,38.9745
"61 Newtown Rd","Danbury",CT,"06810",-73.4197,41.4057
"111 Elm St","Enfield",CT,"06082",-72.5814,41.9980
"539 Flatbush Ave","Hartford",CT,"06106",-72.7134,41.7424
"655 S Main St, Rt 17","Middletown",CT,"06457",-72.6433,41.5545
"1467 Whalley Ave","New Haven",CT,"06515",-72.9765,41.3343
"336 S Frontage Rd","New London",CT,"06320",-72.1187,41.3694
"621 Queen St","Southington",CT,"06489",-72.8736,41.6344
"35 Talcotville Rd","Vernon",CT,"06066",-72.4969,41.8266
"939 Wolcott St","Waterbury",CT,"06705",-73.0079,41.5666
"487 Sawmill Rd","West Haven",CT,"06516",-72.9741,41.2709
"28 Flat Rock Place","Westbrook",CT,"06498",-72.4449,41.2899
"1298 Silas Deane Hwy","Wethersfield",CT,"06109",-72.6547,41.6849
"1250 Bladensburg Rd Ne","Washington",DC,"20002",-76.9794,38.9063
"4445 Benning Rd Ne","Washington",DC,"20019",-76.9386,38.8912
"80 MacIntosh Plaza","Newark",DE,"19713",-75.6825,39.6758
"255 E Altamonte Dr","Altamonte Springs",FL,"32701",-81.3842,28.6621
"351 E Main St","Apopka",FL,"32703",-81.5041,28.6731
"1035 N Broadway","Bartow",FL,"33830",-81.8435,27.9053
"12105 Us Highway 19 N","Bayonet Point",FL,"34667",-82.6993,28.3330
"3249 N Federal Hwy","Boca Raton",FL,"33431",-80.0765,26.3802
"1311 W Palmetto Park","Boca Raton",FL,"33486",-80.1121,26.3511
"610 44th Ave W","Bradenton",FL,"34207",-82.5687,27.4624
"1301 W Brandon Blvd","Brandon",FL,"33511",-82.3021,27.9376
"1306 Del Prado Blvd","Cape Coral",FL,"33990",-81.9408,26.6283
"198 E Semoran Blvd","Casselberry",FL,"32707",-81.3378,28.6588
"26489 Us Hwy 19 No","Clearwater",FL,"33761",-82.7340,28.0131
"25 Town Center Blvd","Clermont",FL,"34711",-81.6643,28.3474
"1245 N Atlantic Ave","Cocoa Beach",FL,"32931",-80.6106,28.3327
"1 Miracle Mile","Coral Gables",FL,"33134",-80.2550,25.7498
"1150 South Dixie Highway","Coral Gables",FL,"33146",-80.2750,25.7160
"2380 Nw Hwy 19","Crystal River",FL,"34428",-82.6104,28.9193
"44111 S Us 27","Davenport",FL,"33837",-81.6515,28.2355
"5645 South University Dr","Davie",FL,"33328",-80.2519,26.0500
"2701 N Atlantic Ave","Daytona Beach",FL,"32118",-81.0269,29.2646
"3162 S Atlantic Ave","Daytona Beach",FL,"32118",-80.9750,29.1619
"1206 N Woodland Blvd","Deland",FL,"32720",-81.3042,29.0488
"1206 N Woodland Blvd","Deland",FL,"32720",-81.3042,29.0488
"1910 South McCall Rd","Englewood",FL,"34223",-82.3359,26.9381
"16150 Us Hwy 441","Eustis",FL,"32726",-81.6898,28.8232
"401 Se 1st Avenue","Florida City",FL,"33034",-80.4750,25.4428
"3151 Nw 9th Ave","Ft Lauderdale",FL,"33309",-80.1546,26.1669
"1661 S Federal Hwy","Ft Lauderdale",FL,"33316",-80.1369,26.1010
"8031 Summerlin Center Road","Ft Myers",FL,"33907",-81.8881,26.5217
"9340 Marketplace Rd","Ft Myers",FL,"33912",-81.8006,26.5483
"5000 N.federal Hwy","Ft Lauderdale",FL,"33308",-80.1146,26.1899
"100 N Kings Highway","Ft Pierce",FL,"34945",-80.3990,27.4487
"543 N Eglin Parkway","Ft Walton Beach",FL,"32547",-86.6003,30.4393
"35649 Us Hwy 27 North","Haines City",FL,"33844",-81.6396,28.1176
"1025 W Hallandale Bch Blvd","Hallandale Beach",FL,"33009",-80.1627,25.9850
"1000 W 49th St","Hialeah",FL,"33012",-80.3034,25.8666
"11701 Okeechobee Rd","Hialeah Gardens",FL,"33018",-80.3577,25.8806
"2800 N 28th Terrace","Hollywood",FL,"33020",-80.1649,26.0339
"404 S 60th Ave","Hollywood",FL,"33023",-80.2075,26.0073
"1071 Airport Road","Jacksonville",FL,"32218",-82.0614,29.8310
"13874 Beach Blvd","Jacksonville",FL,"32224",-81.4535,30.2877
"10445 Atlantic Blvd","Jacksonville",FL,"32225",-81.5287,30.3239
"8409 Blanding Blvd","Jacksonville",FL,"32244",-81.7393,30.1952
"8215 Dix Ellis Trail","Jacksonville",FL,"32256",-81.5739,30.2201
"97630 Overseas Hwy","Key Largo",FL,"33037",-80.4615,25.0759
"925 Duval St","Key West",FL,"33040",-81.7995,24.5514
"2509 W Vine Street","Kissimmee",FL,"34741",-81.4291,28.3046
"1515 E Osceola Parkway","Kissimmee",FL,"34744",-81.3845,28.3406
"2051 E Irlo Bronson","Kissimmee",FL,"34744",-81.3606,28.2904
"4783 W Irlo Bronson Hwy","Kissimmee",FL,"34746",-81.4724,28.3294
"5855 W Irlo Bronson","Kissimmee",FL,"34746",-81.5178,28.3329
"7632 W Irlo Bronson  Hwy","Kissimmee",FL,"34747",-81.5922,28.3360
"4541 MacEy Lane","Lake Wales",FL,"33853",-81.6245,27.9647
"4541 Hypoluxo Road","Lake Worth",FL,"33463",-80.1143,26.5721
"3204 N Us Hwy 98","Lakeland",FL,"33805",-81.9678,28.0828
"4325 S Florida Ave","Lakeland",FL,"33813",-81.9569,27.9870
"940 Missouri Ave","Largo",FL,"33770",-82.7682,28.0844
"2480 Citrus Blvd","Leesburg",FL,"34748",-81.8964,28.8428
"6190 S State Rd 53","Madison",FL,"32340",-83.3607,30.4012
"650 N State Road #7","Margate",FL,"33063",-80.2047,26.2371
"4530 W New Haven","Melbourne",FL,"32904",-80.7021,28.0790
"75 E Merritt Island","Merritt Island",FL,"32952",-80.6979,28.3614
"3600 Biscayne Blvd","Miami",FL,"33137",-80.1895,25.8106
"8503 Sw 40th St","Miami",FL,"33155",-80.3334,25.7332
"19313 So Dixie Hgwy","Miami",FL,"33157",-80.3597,25.5888
"5825 Nw 36th St","Miami",FL,"33166",-80.2913,25.8076
"7411 Nw 36th St","Miami",FL,"33166",-80.3154,25.8094
"9545 W Flagler St","Miami",FL,"33174",-80.3516,25.7691
"3850 Sw 137th Ave","Miami",FL,"33175",-80.4159,25.7322
"15235 Sw 137th Ave","Miami",FL,"33177",-80.4144,25.6254
"11350 Nw 41st St","Miami",FL,"33178",-80.3806,25.8115
"12000 N Kendall Drive","Miami",FL,"33186",-80.3930,25.6860
"7140 Collins Avenue","Miami Beach",FL,"33141",-80.1205,25.8568
"19780 Nw 27th Avenue","Miami Gardens",FL,"33056",-80.2460,25.9542
"18600 N W 67th Ave","Miami Lakes",FL,"33015",-80.3083,25.9435
"32670 Blue Star Hwy","Midway",FL,"32343",-84.4287,30.4936
"1450 Miami Gardens Dr Ne","N Miami",FL,"33179",-80.1721,25.9447
"12105 Biscayne Blvd","N Miami",FL,"33181",-80.1642,25.8875
"200 N 3rd St","Neptune Beach",FL,"32266",-81.3981,30.3235
"4442 Us Hwy 19 S","New Port Richey",FL,"34652",-82.7338,28.2238
"1830 State Rd 44","New Smyrna Beach",FL,"32168",-80.9426,29.0143
"911 E Commercial Blvd","Oakland Park",FL,"33334",-80.1350,26.1890
"3801 West Silver Springs Blvd","Ocala",FL,"34482",-82.1857,29.1864
"11261 W Colonial Dr","Ocoee",FL,"34761",-81.5468,28.5516
"1012 Saxon Blvd","Orange City",FL,"32763",-81.2836,28.9113
"440 S Semoran Blvd","Orlando",FL,"32807",-81.3106,28.5376
"8076 S Orange Ave","Orlando",FL,"32809",-81.3640,28.4522
"5825 International","Orlando",FL,"32819",-81.4598,28.4624
"7660 International","Orlando",FL,"32819",-81.4708,28.4526
"8243 S John Young Pkwy","Orlando",FL,"32819",-81.4275,28.4450
"8747 International","Orlando",FL,"32819",-81.4712,28.4391
"9880 International","Orlando",FL,"32819",-81.4617,28.4250
"11037 International Dr","Orlando",FL,"32821",-81.4560,28.4056
"5725 Tg Lee Blvd","Orlando",FL,"32822",-81.3093,28.4604
"11915 E Colonial Dr","Orlando",FL,"32825",-81.2051,28.5667
"12375 State Rd 535","Orlando",FL,"32836",-81.5060,28.3852
"110 Williamson Blvd","Ormond Beach",FL,"32174",-81.1132,29.2559
"840 Palm Bay Rd Ne","Palm Bay",FL,"32905",-80.6482,28.0352
"7 Kings Hwy","Palm Coast",FL,"32137",-81.2120,29.5559
"3000 S Congress Ave","Palm Springs",FL,"33461",-80.0885,26.6329
"2438 Martin Luther King Blvd","Panama City",FL,"32405",-85.6499,30.1926
"1290 N University Dr","Pembroke Pines",FL,"33024",-80.2486,26.0200
"10800 Pines Blvd, Suite #15","Pembroke Pines",FL,"33026",-80.2906,26.0078
"4625 Mobile Highway","Pensacola",FL,"32506",-87.2786,30.4367
"7748 N Davis Highway","Pensacola",FL,"32514",-87.2214,30.5061
"535 West Nine Mile Road","Pensacola",FL,"32534",-87.2813,30.5334
"2001 S Frontage Rd","Plant City",FL,"33566",-82.1047,28.0351
"1727 N University","Plantation",FL,"33322",-80.2571,26.1471
"12100 W Sunrise Blvd","Plantation",FL,"33323",-80.3102,26.1458
"840 Cypress Blvd","Poinciana",FL,"34759",-81.4520,28.1463
"2671 N Federal Hwy","Pompano Beach",FL,"33064",-80.0990,26.2646
"1340 Tamiami Trail","Port Charlotte",FL,"33948",-82.1445,27.0122
"1641 Dunlawton Ave","Port Orange",FL,"32127",-81.0244,29.1154
"10111 S Us 1","Port St Lucie",FL,"34952",-80.2935,27.2798
"4102 W Blue Heron Blvd","Riviera Beach",FL,"33404",-80.1021,26.7834
"300 Civic Center Way","Royal Palm Beach",FL,"33411",-80.2314,26.7051
"29933 State Road 52","San Antonio",FL,"33576",-82.3226,28.3254
"3771 Orlando Dr","Sanford",FL,"32773",-81.2868,28.7574
"3701 Bee Ridge Rd","Sarasota",FL,"34233",-82.4942,27.2988
"4390 Us Highway 27","Sebring",FL,"33870",-81.4981,27.5234
"5751 E Silver Springs Blvd","Silver Springs",FL,"34488",-82.0546,29.2181
"1445 Wendy Court","Spring Hill",FL,"34607",-82.6311,28.4550
"1300 N Ponce De Leon Blvd","St Augustine",FL,"32084",-81.3208,29.9042
"2455 State Road 16","St Augustine",FL,"32084",-81.4139,29.9180
"950 State Road 206 West","St Augustine",FL,"32086",-81.3444,29.7489
"4999 34th St North","St Petersburg",FL,"33714",-82.6795,27.8174
"2331 S Federal Hwy","Stuart",FL,"34994",-80.2357,27.1770
"3747 Sun City Center Blvd","Sun City",FL,"33573",-82.3757,27.7123
"2690 N Monroe St","Tallahassee",FL,"32303",-84.3007,30.4788
"875 Traditions Way","Tallahassee",FL,"32306",-84.2974,30.4413
"5710 University Drive","Tamarac",FL,"33321",-80.2520,26.1953
"2004 N Dale Mabry Hwy","Tampa",FL,"33607",-82.5055,27.9595
"5603 E Hillsborough","Tampa",FL,"33610",-82.3934,27.9961
"1700 E Fowler Ave","Tampa",FL,"33612",-82.4400,28.0546
"1577 Bella Cruz Dr","The Villages",FL,"32159",-81.9583,28.9515
"3500 Chaney Hwy","Titusville",FL,"32780",-80.8478,28.5535
"1763 Tamiami Trail","Venice",FL,"34293",-82.4904,27.2167
"8201 N Wickham Rd","Viera",FL,"32940",-80.7116,28.2303
"2705 Okeechobee Blvd","W Palm Beach",FL,"33409",-80.0951,26.7067
"894 Cypress Garden","Winter Haven",FL,"33880",-81.7144,28.0040
"2684 Lee Road","Winter Park",FL,"32789",-81.3844,28.6057
"3026 Washington Rd","Augusta",GA,"30907",-82.0463,33.5125
"2990 Us Hwy 17 South","Brunswick",GA,"31523",-81.5800,31.1399
"370 Millennium Blvd","Brunswick",GA,"31525",-81.5019,31.2465
"309 Georgia Hwy 49 N","Byron",GA,"31008",-83.7890,32.6191
"3239 MacOn Rd","Columbus",GA,"31907",-84.9422,32.4812
"2115 E 16th Ave","Cordele",GA,"31015",-83.7468,31.9591
"1701 Browns Bridge Rd","Gainesville",GA,"30501",-83.8453,34.2849
"4465 Jimmy Lee Smith Parkway","Hiram",GA,"30141",-84.7534,33.8911
"1125 Bucksnort Road","Jackson",GA,"30233",-84.1204,33.2261
"1222 Boone St","Kingsland",GA,"31548",-81.6534,30.7884
"7001 Lake Park - Bellville Rd","Lake Park",GA,"31636",-83.1897,30.6432
"1020 Tanger Rd","Locust Grove",GA,"30248",-84.1222,33.3517
"5534 Jimmy Carter Blvd","Norcross",GA,"30093",-84.2065,33.9092
"288 Resaca Beach Blvd","Resaca",GA,"30735",-84.9360,34.5871
"3944 Highway 17 S","Richmond Hill",GA,"31324",-81.3276,31.9305
"6801 Abercorn St","Savannah",GA,"31405",-81.1131,32.0146
"1 Gateway Blvd","Savannah",GA,"31419",-81.2863,32.0060
"2160 Scenic Highway N","Snellville",GA,"30078",-84.0180,33.8623
"5368 N Henry Blvd","Stockbridge",GA,"30281",-84.2536,33.5490
"2925 Lawrenceville Suwanee Rd","Suwanee",GA,"30024",-84.0464,34.0283
"3600 Highway 77 South","Union Point",GA,"30669",-83.1208,33.6900
"1328 St Augustine Rd","Valdosta",GA,"31602",-83.3293,30.8440
"205 Lewers St","Honolulu",HI,"96815",-157.8315,21.2785
"430 Kele St","Kahului, Maui",HI,"96732",-156.4538,20.8872
"75-1027 Henry St","Kailua-Kona",HI,"96740",-155.9889,19.6463
"45-480 Kaneohe Bay Drive, Ste B1","Kaneohe",HI,"96744",-157.7988,21.4028
"4470 Kapolei Parkway, Ste 800","Kapolei",HI,"96707",-158.0915,21.3289
"94-305 Kunia Road","Waipahu",HI,"96797",-158.0338,21.3866
"4175 Highway 21","Brooklyn",IA,"52211",-92.3580,41.6927
"11820 Hickman Road","Clive",IA,"50325",-93.7782,41.6148
"8200 Nw Blvd","Davenport",IA,"52806",-90.5637,41.5575
"2580 Airport Way","Boise",ID,"83705",-116.2135,43.5695
"611 N Overland Ave","Burley",ID,"83318",-113.7920,42.5628
"3512 Franklin Road","Caldwell",ID,"83605",-116.6538,43.6628
"4310 Yellowstone Ave","Chubbuck",ID,"83202",-112.4663,42.9113
"2300 N 4th St","Coeur D' Alene",ID,"83814",-116.7808,47.6981
"950 Lindsey Blvd","Idaho Falls",ID,"83401",-112.0517,43.5033
"3155 E Fairview Avenue","Meridian",ID,"83642",-116.3552,43.6195
"Living Learning Community, Bldg","Moscow",ID,"83844",-117.5856,47.0918
"607 Northside Blvd","Nampa",ID,"83687",-116.5732,43.6019
"1670 Schneidmiller Ave","Post Falls",ID,"83854",-116.9213,47.7121
"291 Pole Line Road","Twin Falls",ID,"83301",-114.4757,42.5918
"140 Racehorse Drive","Alorton",IL,"62205",-90.0975,38.5767
"17 W Algonquin Rd","Arlington Heights",IL,"60005",-87.9832,42.0443
"4330 Fox Valley","Aurora",IL,"60504",-88.3801,41.7722
"1130 S.illinois St","Belleville",IL,"62220",-89.9831,38.5001
"701 Eldorado Rd","Bloomington",IL,"61704",-88.9515,40.4735
"126 Frontage Road","Bolingbrook",IL,"60440",-88.1835,41.5287
"1303 Armour Road","Bourbonnais",IL,"60914",-87.8616,41.1626
"1380 Torrence Avenue","Calumet City",IL,"60409",-87.5588,41.5960
"1915 W Sycamore","Carbondale",IL,"62901",-89.2405,37.7305
"363 S Schmale Road","Carol Stream",IL,"60188",-88.1031,41.8940
"200 Springhill Dr","Carpentersville",IL,"60110",-88.2933,42.1057
"702 W Town Center Blvd","Champaign",IL,"61822",-88.2542,40.1426
"522 Ramada Blvd","Collinsville",IL,"62234",-90.0115,38.6789
"1307 N Keller Dr","Effingham",IL,"62401",-88.5667,39.1399
"1701 West Evergreen Avenue","Effingham",IL,"62401",-88.5723,39.1350
"2447 Mannheim Road","Franklin Park",IL,"60131",-87.8844,41.9233
"815 Hwy 24 W","Gilman",IL,"60938",-87.9963,40.7559
"27 Junction Dr","Glen Carbon",IL,"62034",-89.9552,38.7768
"6429 Grand Ave","Gurnee",IL,"60031",-87.9612,42.3849
"1086 Lake St","Hanover Park",IL,"60133",-88.1091,41.9672
"7627 W 95th Street","Hickory Hills",IL,"60457",-87.8098,41.7187
"2063 Skokie Valley","Highland Park",IL,"60035",-87.8260,42.1898
"1175 North Roselle Road","Hoffman Estates",IL,"60169",-88.0797,42.0492
"13240 S Illinois 47","Huntley",IL,"60142",-88.4327,42.1375
"2531 Plainfield Road","Joliet",IL,"60435",-88.1496,41.5709
"343 Civic Road","Lasalle",IL,"61301",-89.0978,41.3678
"1407 W Hudson Blvd","Litchfield",IL,"62056",-89.6724,39.1753
"364 Richmond Ave E","Mattoon",IL,"61938",-88.3462,39.4850
"8349 West North Avenue","Melrose Park",IL,"60160",-87.8325,41.9084
"19099 S Old Lagrange Rd","Mokena",IL,"60448",-87.8488,41.5431
"2601 52nd Avenue","Moline",IL,"61265",-90.5004,41.4642
"4610 Broadway","Mt Vernon",IL,"62864",-88.9572,38.3127
"412 S Lincolnway","N Aurora",IL,"60542",-88.3224,41.7913
"115 Radio City Dr","N Pekin",IL,"61554",-89.6357,40.6070
"1615 N Main","Normal",IL,"61761",-88.9956,40.5304
"4609 N Harlem Avenue","Norridge",IL,"60706",-87.8072,41.9638
"737 W Hwy 50","O' Fallon",IL,"62269",-89.9263,38.5886
"9217 S Cicero Ave","Oak Lawn",IL,"60453",-87.7410,41.7252
"711 North Harlem Avenue","Oak Park",IL,"60302",-87.8052,41.8924
