"iso2","year","m04","m514","m014","m1524","m2534","m3544","m4554","m5564","m65","mu","f04","f514","f014","f1524","f2534","f3544","f4554","f5564","f65","fu"
"CI",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CI",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CI",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CI",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CI",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CI",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CI",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CI",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CI",1995,NA,NA,41,989,2092,1344,759,283,130,NA,NA,NA,99,810,813,497,273,105,19,NA
"CI",1996,NA,NA,118,903,1670,1107,535,262,178,NA,NA,NA,139,803,836,409,194,158,75,NA
"CI",1997,NA,NA,87,1140,1850,1326,662,398,260,NA,NA,NA,118,955,1123,548,291,184,99,NA
"CI",1998,NA,NA,72,1173,1747,1471,795,433,273,NA,NA,NA,104,955,1087,703,347,126,105,NA
"CI",1999,NA,NA,98,1069,1794,1240,629,378,251,NA,NA,NA,132,1022,1137,644,260,186,112,NA
"CI",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CI",2001,NA,NA,108,1205,1818,1378,686,393,302,NA,NA,NA,127,1111,1345,735,342,239,112,NA
"CI",2002,NA,NA,102,1271,2194,1490,833,385,307,NA,NA,NA,135,1151,1620,827,358,210,142,NA
"CI",2003,NA,NA,116,1232,2075,1517,818,416,366,NA,NA,NA,154,1193,1617,878,443,222,151,NA
"CI",2004,NA,NA,114,1418,2323,1530,875,474,387,NA,NA,NA,160,1266,1734,916,472,273,194,NA
"CI",2005,NA,NA,128,1346,2449,1606,888,422,385,NA,NA,NA,193,1280,1756,989,528,232,201,NA
"CI",2006,NA,NA,171,1467,2476,1614,915,564,368,NA,NA,NA,191,1327,1776,1069,445,275,209,NA
"CI",2007,NA,NA,173,1576,2705,1817,981,532,429,NA,NA,NA,225,1349,1973,1126,596,354,235,NA
"CI",2008,NA,NA,261,1764,2944,1842,1121,649,482,NA,NA,NA,277,1477,2085,1171,641,326,254,NA
"CK",1980,NA,NA,0,2,0,1,1,0,0,NA,NA,NA,0,3,0,0,1,0,0,NA
"CK",1981,NA,NA,0,0,1,0,0,0,0,NA,NA,NA,0,0,0,0,0,1,0,NA
"CK",1982,NA,NA,0,0,0,1,2,3,1,NA,NA,NA,0,2,0,3,0,0,0,NA
"CK",1983,NA,NA,0,2,1,0,0,1,1,NA,NA,NA,0,4,0,3,1,2,0,NA
"CK",1984,NA,NA,0,0,1,0,1,0,1,NA,NA,NA,0,0,0,0,0,0,0,NA
"CK",1985,NA,NA,1,0,0,1,2,1,0,NA,NA,NA,0,1,1,0,0,1,0,NA
"CK",1986,NA,NA,0,1,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,NA
"CK",1987,NA,NA,0,0,0,1,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,NA
"CK",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK",1989,NA,NA,0,0,0,0,0,0,1,NA,NA,NA,1,0,0,0,0,0,0,NA
"CK",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK",1991,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,1,0,0,0,0,0,NA
"CK",1992,NA,NA,0,0,0,0,1,2,0,NA,NA,NA,0,0,0,1,0,1,1,NA
"CK",1993,NA,NA,0,0,0,0,2,0,0,NA,NA,NA,0,0,1,0,0,1,0,NA
"CK",1994,NA,NA,0,0,0,0,0,3,1,NA,NA,NA,1,0,0,0,0,0,0,NA
"CK",1995,NA,NA,0,0,0,0,0,1,0,NA,NA,NA,0,0,0,0,1,0,0,NA
"CK",1996,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,1,0,NA
"CK",1997,NA,NA,0,0,0,0,0,1,0,NA,NA,NA,0,0,0,1,0,0,0,NA
"CK",1998,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA
"CK",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK",2000,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA
"CK",2001,NA,NA,0,0,0,0,0,1,1,NA,NA,NA,0,0,0,0,0,0,0,NA
"CK",2002,NA,NA,0,0,0,0,0,1,0,NA,NA,NA,0,0,0,0,0,0,0,NA
"CK",2003,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA
"CK",2004,NA,NA,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0,NA
"CK",2005,NA,NA,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA
"CK",2006,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"CK",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK",2008,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL",1995,NA,NA,24,148,182,204,155,141,163,NA,NA,NA,24,100,120,108,75,73,107,NA
"CL",1996,NA,NA,8,123,201,207,207,125,139,NA,NA,NA,11,88,117,72,63,47,72,NA
"CL",1997,NA,NA,11,107,182,224,165,153,163,NA,NA,NA,11,92,121,80,66,60,88,NA
"CL",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL",1999,NA,NA,4,118,173,204,206,132,132,NA,NA,NA,9,87,109,97,52,76,98,NA
"CL",2000,NA,NA,6,81,160,198,150,132,126,NA,NA,NA,10,66,96,70,54,58,83,NA
"CL",2001,NA,NA,2,78,183,213,190,116,138,NA,NA,NA,9,69,85,76,58,55,83,NA
"CL",2002,NA,NA,6,87,163,196,193,144,160,NA,NA,NA,7,64,91,82,76,54,89,NA
"CL",2003,NA,NA,1,77,131,181,183,150,136,NA,NA,NA,8,59,106,81,42,41,80,NA
"CL",2004,NA,NA,3,87,148,179,187,124,168,NA,NA,NA,5,58,74,76,57,57,74,NA
"CL",2005,NA,NA,3,74,128,179,162,115,133,NA,NA,NA,4,55,78,60,56,36,93,NA
"CL",2006,5,7,12,107,140,176,197,179,199,NA,0,7,7,70,91,74,95,64,122,NA
"CL",2007,0,3,3,86,137,140,169,139,121,NA,0,8,8,59,75,63,49,39,78,NA
"CL",2008,1,6,7,86,131,148,167,135,118,NA,2,1,3,52,86,49,37,30,65,NA
"CM",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM",1995,NA,NA,20,208,569,323,287,204,164,NA,NA,NA,9,185,313,223,153,106,93,NA
"CM",1996,NA,NA,34,151,735,291,178,38,17,NA,NA,NA,21,123,388,202,103,24,8,NA
"CM",1997,NA,NA,36,321,1011,387,269,79,24,NA,NA,NA,25,277,522,341,179,63,14,NA
"CM",1998,NA,NA,15,651,1006,787,262,87,35,NA,NA,NA,30,443,595,268,112,53,30,NA
"CM",1999,NA,NA,49,602,1595,736,433,166,59,NA,NA,NA,47,506,783,505,235,95,21,NA
"CM",2000,NA,NA,41,518,842,584,284,130,75,NA,NA,NA,63,368,530,293,139,60,33,NA
"CM",2001,NA,NA,24,643,1000,732,322,154,86,NA,NA,NA,49,482,609,328,155,62,50,NA
"CM",2002,NA,NA,66,818,1335,1117,619,258,125,NA,NA,NA,59,950,1053,545,236,140,44,NA
"CM",2003,NA,NA,100,1176,2274,1516,788,330,160,NA,NA,NA,136,1273,1542,745,363,217,72,NA
"CM",2004,NA,NA,127,1312,2147,1575,928,408,259,NA,NA,NA,181,1310,1449,756,412,214,140,NA
"CM",2005,NA,NA,134,1472,2482,1766,1035,463,289,NA,NA,NA,226,1467,1788,1028,503,205,143,NA
"CM",2006,NA,NA,112,1401,2550,1820,1080,437,300,NA,NA,NA,151,1358,1823,960,470,266,142,NA
"CM",2007,NA,NA,121,1392,2613,1874,1011,480,307,NA,NA,NA,152,1443,1963,985,483,248,148,NA
"CM",2008,0,0,108,1613,2861,2016,1135,526,281,0,0,0,173,1506,2041,1027,568,234,148,0
"CN",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CN",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CN",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CN",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CN",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CN",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CN",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CN",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CN",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CN",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CN",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CN",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CN",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CN",1995,NA,NA,1102,12791,18306,15487,13105,13489,10130,NA,NA,NA,1169,10890,13250,8376,5679,4579,2841,NA
"CN",1996,NA,NA,1409,16490,24057,19695,17024,16758,13697,NA,NA,NA,1624,13773,17218,10214,7020,5346,3945,NA
"CN",1997,NA,NA,1456,18547,28247,23006,20330,19667,17041,NA,NA,NA,1534,15258,19547,11758,8259,6422,4823,NA
"CN",1998,NA,NA,1481,19699,30093,25088,23483,21651,20501,NA,NA,NA,1558,15726,20203,12672,9399,7122,5728,NA
"CN",1999,NA,NA,1247,18961,29328,25095,24239,21564,21367,NA,NA,NA,1431,15178,18846,12370,9838,7131,5663,NA
"CN",2000,NA,NA,1131,19111,29399,25206,25593,21429,21771,NA,NA,NA,1420,14536,18496,12377,9899,7102,6296,NA
"CN",2001,NA,NA,1213,19121,28520,25544,25759,20789,22799,NA,NA,NA,1405,14500,17446,12041,9963,7175,6491,NA
"CN",2002,NA,NA,925,17933,25242,22645,23884,19564,22562,NA,NA,NA,1152,13250,15188,10505,8796,6586,6740,NA
"CN",2003,NA,NA,1133,25125,32760,31604,32585,27243,32027,NA,NA,NA,1407,18811,19248,14783,12101,8988,9465,NA
"CN",2004,NA,NA,1375,35465,43594,45408,46256,41846,50797,NA,NA,NA,1659,25951,25150,20613,16995,14038,15739,NA
"CN",2005,NA,NA,1416,43005,49558,55400,54872,53822,69779,NA,NA,NA,1864,31180,27759,24728,19889,18203,21244,NA
"CN",2006,NA,NA,1023,44528,48232,56733,54301,53746,68557,NA,NA,NA,1408,30904,26526,24564,18775,17782,21212,NA
"CN",2007,NA,NA,878,44011,46374,56224,54960,56288,70376,NA,NA,NA,1235,29960,24914,23542,18129,17647,21339,NA
"CN",2008,NA,NA,751,45596,44651,56182,55740,57492,69678,NA,NA,NA,964,29223,23484,22370,17565,17814,21086,NA
"CO",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CO",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CO",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CO",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CO",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CO",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CO",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CO",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CO",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CO",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CO",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CO",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CO",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CO",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CO",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CO",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CO",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CO",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CO",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CO",1999,NA,NA,270,1730,1473,1796,1500,350,1210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CO",2000,NA,NA,246,763,1030,963,743,610,746,NA,NA,NA,194,587,758,523,381,304,510,NA
"CO",2001,NA,NA,223,1037,703,722,869,646,653,NA,NA,NA,186,865,544,429,436,350,359,NA
"CO",2002,NA,NA,209,614,696,688,593,472,662,NA,NA,NA,167,524,545,402,318,258,371,NA
"CO",2003,NA,NA,237,684,816,844,853,642,761,NA,NA,NA,174,662,692,512,382,292,421,NA
"CO",2004,NA,NA,208,732,824,743,725,564,737,NA,NA,NA,205,624,647,513,361,331,426,NA
"CO",2005,NA,NA,178,623,685,666,687,510,695,NA,NA,NA,179,581,533,457,389,292,395,NA
"CO",2006,NA,NA,219,709,713,737,785,573,766,NA,NA,NA,210,603,653,520,377,314,469,NA
"CO",2007,NA,NA,144,618,704,694,712,574,786,NA,NA,NA,138,599,620,459,393,286,461,NA
"CO",2008,NA,NA,136,666,736,666,749,610,797,0,NA,NA,133,580,608,441,384,284,406,0
"CR",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CR",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CR",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CR",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CR",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CR",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CR",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CR",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CR",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CR",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CR",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CR",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CR",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CR",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CR",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CR",1995,NA,NA,1,17,38,24,19,23,22,NA,NA,NA,2,17,15,11,7,9,14,NA
"CR",1996,NA,NA,0,11,11,19,15,19,15,NA,NA,NA,0,4,9,7,3,4,5,NA
"CR",1997,NA,NA,37,30,82,69,52,35,45,NA,NA,NA,31,28,45,40,30,24,30,NA
"CR",1998,NA,NA,30,53,78,67,53,43,36,NA,NA,NA,23,19,43,47,27,17,26,NA
"CR",1999,NA,NA,4,28,63,89,70,51,73,NA,NA,NA,10,23,42,37,32,33,36,NA
"CR",2000,NA,NA,14,31,53,62,39,28,49,NA,NA,NA,13,21,33,24,20,23,24,NA
"CR",2001,NA,NA,2,26,53,72,50,29,36,NA,NA,NA,1,18,31,20,16,16,15,NA
"CR",2002,NA,NA,3,26,45,44,43,19,38,NA,NA,NA,6,13,24,19,14,15,19,NA
"CR",2003,NA,NA,3,33,47,32,39,28,33,NA,NA,NA,4,25,24,21,30,11,16,NA
"CR",2004,NA,NA,1,49,62,45,36,29,43,NA,NA,NA,5,35,29,34,11,18,22,NA
"CR",2005,NA,NA,1,43,38,53,34,20,34,NA,NA,NA,1,21,31,18,16,6,14,NA
"CR",2006,0,1,1,27,36,29,34,25,24,NA,0,4,4,27,24,20,15,8,11,NA
"CR",2007,0,2,4,44,57,28,32,17,31,NA,0,3,3,16,24,19,16,16,15,NA
"CR",2008,NA,3,3,24,39,31,38,17,29,NA,NA,2,2,19,31,20,14,6,14,NA
"CU",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CU",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CU",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CU",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CU",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CU",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CU",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CU",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CU",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CU",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CU",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CU",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CU",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CU",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CU",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CU",1995,NA,NA,2,59,118,83,75,75,156,NA,NA,NA,1,17,52,29,39,48,80,NA
"CU",1996,NA,NA,0,54,136,86,93,84,138,NA,NA,NA,1,29,44,20,45,42,63,NA
"CU",1997,NA,NA,0,69,151,83,63,77,116,NA,NA,NA,2,16,49,33,32,28,46,NA
"CU",1998,NA,NA,0,60,140,109,75,53,102,NA,NA,NA,1,17,48,23,30,31,55,NA
"CU",1999,NA,NA,1,55,163,97,68,72,100,NA,NA,NA,2,15,37,27,20,28,35,NA
"CU",2000,NA,NA,0,71,167,90,74,55,75,NA,NA,NA,2,9,22,26,22,23,39,NA
"CU",2001,NA,NA,0,36,136,87,39,54,67,NA,NA,NA,1,24,17,22,17,20,39,NA
"CU",2002,NA,NA,0,21,104,83,67,45,77,NA,NA,NA,3,15,28,22,21,20,34,NA
"CU",2003,NA,NA,2,23,90,91,62,51,78,NA,NA,NA,0,11,14,20,23,13,29,NA
"CU",2004,NA,NA,0,17,68,95,63,45,50,NA,NA,NA,0,16,20,15,16,20,29,NA
"CU",2005,NA,NA,2,20,73,90,50,58,51,NA,NA,NA,2,14,17,26,13,22,29,NA
"CU",2006,NA,NA,NA,22,73,93,50,47,50,NA,NA,NA,NA,8,18,22,12,14,23,NA
"CU",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CU",2008,0,2,2,30,66,108,67,59,53,NA,1,2,3,11,14,22,18,11,34,NA
"CV",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
